name,located,registered_on
THYKOP REAL ESTATE MANAGEMENT,"9 ADESHINA STREET, IYANA IPAJA, Lagos","Registered on Oct 25, 2016agent"
Divine Grace Realtors,Lagos,"Registered on Sep 10, 2019agent"
Divine Access Homes,"25 Lekki Expressway,.Lagos, Lagos","Registered on Jun 03, 2018agent"
Noble touch properties,,"Registered on Jan 10, 2016agent"
Primetime properties,"Aderibigbe street surulere, Lagos","Registered on Oct 16, 2019agent"
MICHAEL GARDENS &CHOICE PROPERTIES ,,"Registered on Nov 23, 2017agent"
DANIC REALTOR LIMITED,"suite 204 Pearl Plaza Ajiwe.Ajah Lagos, Lagos","Registered on May 15, 2018agent"
Topworld property limited,"Hub 28 prince bode adebowale crescent, chief collins, lagos. , Lagos","Registered on Jun 22, 2017agent"
Milano Properties,"8b,fabac close victoria Island, Lagos","Registered on Dec 04, 2018agent"
Busayo aguda molehin,,"Registered on Feb 06, 2019agent"
Jucrops integrated services limited,,"Registered on Aug 22, 2017agent"
Paradym Realtors Limited,"10. Akanbi Soetan Plaza, Alakija, Lagos","Registered on Apr 02, 2018agent"
MY GOLDEN PROPERTIES ,"Magodo Shangisha, Lagos","Registered on Jul 26, 2016agent"
Eminent properties international,"9,Ayodele Okeowo, Lagos","Registered on Feb 15, 2017agent"
Doriwhally Properties,Lagos,"Registered on Jan 28, 2019agent"
Heights of Splendour Ltd,,"Registered on Sep 21, 2018agent"
Debbypropertyz,,"Registered on Feb 16, 2018agent"
A.H property,"No7 omoba olukolu street Igbo efon, Lagos","Registered on Apr 10, 2020agent"
Reelaltor world,,"Registered on Jul 02, 2014agent"
Properties Concern and Co,"37, Ago palace way, Okota, Lagos","Registered on Aug 07, 2018agent"
Adeleye ever&co.,,"Registered on Nov 29, 2017agent"
DamDave Consults,,"Registered on May 05, 2022agent"
Tope Samuel,"Surulere, Lagos","Registered on Sep 30, 2015agent"
Patofiedhomes,,"Registered on Mar 04, 2020agent"
Plugwalk propertys Ltd,,"Registered on Sep 10, 2018agent"
Favour properties group,,"Registered on Feb 12, 2020agent"
Adedotun Adewole and co,,"Registered on Nov 21, 2017agent"
GeoMatrice Limited,,"Registered on Nov 20, 2017agent"
Habitat Multiconcept Solutions Ltd,"Aminu Kano Crescent, Wuse ll, Abuja, Abuja","Registered on Oct 06, 2016agent"
Gold multilevel property Nig Ltd,Lagos,"Registered on Jan 18, 2018agent"
JEP Haven Realty ,,"Registered on Aug 28, 2019agent"
Nwokolo Obinna ,,"Registered on Feb 11, 2020agent"
DidiCole Limited,"Lekki phase 1, Lagos","Registered on Sep 09, 2016agent"
12pearls Realtors,,"Registered on Nov 23, 2017agent"
PARAKALEO HOMES,,"Registered on Nov 21, 2017agent"
T'DOS PROPERTIES ,"57, opebi road ikeja Lagos state, Lagos","Registered on Jul 24, 2017agent"
CHIFON REALTY CONSULTS LTD,"Abaranje Road, Lagos","Registered on May 20, 2013agent"
RICHARD HOMES AND PROPERTIES,Lagos,"Registered on Oct 05, 2016agent"
Ditapet relocation company,"lekki phase 1, Lagos","Registered on Jun 04, 2014agent"
Lisieux Avila Properties Limited,,"Registered on May 25, 2018agent"
Emmanuel chinedu ,,"Registered on Mar 20, 2019agent"
WOW PROPERTIES ,"Lekki phase 1, Lagos","Registered on Dec 26, 2017agent"
OKOLI O & OKOLI ,"117 Olu Obasanjo , Rivers","Registered on Sep 27, 2018agent"
Thykop Realtor,"4, Adeshina Street, Aboru, Lagos","Registered on Nov 23, 2016agent"
BabsYilu Property$Co,"Command, Lagos","Registered on Dec 19, 2017agent"
Solution Empire Homesphere L.T.D,,"Registered on Jun 28, 2019agent"
The Benk Homes,,"Registered on Oct 16, 2019agent"
Phomes Garden ,,"Registered on Aug 05, 2019agent"
add name here,"no 22, Abuja","Registered on Nov 23, 2017agent"
olasupo,,"Registered on Aug 27, 2019agent"
Gmee Properties ,,"Registered on Mar 30, 2020agent"
Young Brain Ventures,"Road 5, Suit i 36, Ikota Shopping Complex, VGC., Lagos","Registered on Nov 29, 2018agent"
OD GLOBAL LIMITED,,"Registered on Oct 17, 2019agent"
BES CONCERNS,,"Registered on Sep 06, 2016agent"
Giselle Homes ,"sangotedo, Lagos","Registered on Feb 07, 2018agent"
Brimstone Property Consult,"Road 3 close 10, J70 V.G.C Ikota, Lagos","Registered on Aug 26, 2016agent"
Spoton Realty and Construction Limited,"50 sholanke str.akoka, Lagos","Registered on Aug 19, 2016agent"
edifice consult,"52 isheri road opp omole phase 1 estate ikeja lagos , Lagos","Registered on Aug 31, 2015agent"
seyephilip&co,"Ikota Shopping Complex, Ikota, Lagos","Registered on Oct 25, 2017agent"
Realtor Chibuike,"Secretariat Rd, beside Mobil Filling Station. Awolowo Junction Bodija, Oyo","Registered on Feb 21, 2016agent"
Ruston Realtors LTD.,,"Registered on Sep 07, 2019agent"
.,,"Registered on Nov 23, 2017agent"
.,,"Registered on Dec 29, 2019agent"
Excel Express Properties,"Suit 20, Mulegun complex, Jakande estate Abesan, Ipaja, Lagos","Registered on Mar 11, 2017agent"
Ark Builders,"Agungi, Lagos","Registered on Jul 22, 2017agent"
ChimAa Realty,"Jibowu Yaba , Lagos","Registered on Jul 11, 2017agent"
Lammy Realtors Limited,,"Registered on Jul 18, 2020agent"
MOAS HOMES,,"Registered on Jan 24, 2020agent"
ABIMBOLA DADA,"12A Sanya Olu street Oregun , Lagos","Registered on Mar 21, 2017agent"
Mcluxury Investments Nig Ltd ,,"Registered on Aug 16, 2018agent"
Toslad Realtors,,"Registered on Feb 05, 2019agent"
Primeridge Real Estate,"Commercial Avenue, Lagos","Registered on Oct 31, 2018agent"
Andymooreproperties ,"Lekki, Lagos","Registered on Apr 08, 2017agent"
Phlox ventures,,"Registered on Jul 17, 2018agent"
Elias Olasupo,Lagos,"Registered on Oct 31, 2013agent"
highrealm property ,Lagos,"Registered on Nov 06, 2018agent"
OLALEKAN BALOGUN,,"Registered on Oct 25, 2017agent"
Henshodeg,"lekki -epe, Lagos","Registered on Nov 23, 2017agent"
Akinsanya olaitan ,,"Registered on Jan 28, 2018agent"
Zuvari Ltd,"326B Coperate Drive, Lagos","Registered on Nov 23, 2017agent"
Overhplus Properties LTD,"Lekki, Lagos","Registered on Oct 15, 2017agent"
Zafiro homes and events,,"Registered on Feb 17, 2019agent"
Reccon Sea Control Nigeria.q,,"Registered on Oct 04, 2019agent"
DOLPHIN SHELTERS,"[email protected], Lagos","Registered on Nov 21, 2017agent"
Tobbylex Properties Consultant,,"Registered on Jul 02, 2019agent"
weservice properties,,"Registered on Nov 14, 2018agent"
DoubleStripeNG PWAN Centre,,"Registered on Jul 22, 2019agent"
olasunkanmi damilare,,"Registered on Jan 24, 2020agent"
Oblango Technology Company,"3 Salvation Road Opebi Ikeja , Lagos","Registered on Feb 08, 2018agent"
HIGHDEAL INVESTMENTS,,"Registered on Oct 20, 2019agent"
Real Estate Errands,Lagos,"Registered on Jul 03, 2017agent"
WALEFUNMI PROPERTIES LIMITED,,"Registered on Sep 06, 2019agent"
Paulino Momalife,,"Registered on Sep 23, 2019agent"
Olayemi Durosinmi,,"Registered on Aug 26, 2019agent"
WORTHY REALTORS,"VICTORY PARK ESTATE, Lagos","Registered on Jun 01, 2017agent"
PROPERTIES247.NG,"Akin osiyemi street allen, Lagos","Registered on Jul 12, 2017agent"
Ifechi and co,"2,akin osiyemi street off Allen Ikeja lagos , Lagos","Registered on Oct 03, 2017agent"
Shelters properties ,,"Registered on Dec 13, 2019agent"
Kayode Ogundoyin TPA,Lagos,"Registered on Aug 25, 2015agent"
Dominion World Commercial Services ,,"Registered on Jul 05, 2019agent"
Gudness reality ventures ,Lagos,"Registered on Aug 02, 2016agent"
Chinedu Properties corporation ,"7 Ajoke okusanya Str, Ago okota, lagos , Lagos","Registered on Apr 16, 2017agent"
RENTINLAGOS6,,"Registered on Jan 04, 2018agent"
Preaston N Andrea Properties ,,"Registered on Apr 04, 2020agent"
Keshab Properties and Properties Ltd,"16, Amodu Ajimotu, Victoria Island Lagos, Lagos","Registered on Aug 31, 2016agent"
EARNVEST PROPERTIES,"Shiro street, Lagos","Registered on Jan 24, 2018agent"
Fesolton Consulting Global Firms,,"Registered on Apr 13, 2018agent"
Jay Realtor,,"Registered on Dec 05, 2018agent"
Stephen Damilola,"Simpson Street, Lagos","Registered on Aug 30, 2016agent"
Mandels Properties and Luxury homes,"wuse zone 1, Abuja","Registered on Nov 08, 2016agent"
Lead Realty ,,"Registered on Dec 21, 2019agent"
First homes & properties,,"Registered on Nov 03, 2019agent"
Swiss Alibi Consult,"Shomolu, Lagos","Registered on Aug 14, 2017agent"
Sam-Staak Global Concepts,,"Registered on Nov 02, 2019agent"
Doviziano Properties Ltd,,"Registered on Mar 01, 2020agent"
CITY HOMES,Lagos,"Registered on Dec 07, 2017agent"
JOSAM PROPERTIES,"Capital Square Place, Garnet Plaza,Igbo Efon,Lekki/Epe Expresss Way, Lagos","Registered on Oct 30, 2017agent"
landview property Investments Limited ,"TBS complex , Lagos","Registered on Nov 21, 2017agent"
Bukola Daramola,,"Registered on Apr 29, 2019agent"
Adson Properties Solution,Lagos,"Registered on Oct 13, 2016agent"
FORMULA ONE PROPERTIES Ltd,"Gudu District, Abuja","Registered on Aug 16, 2018agent"
Gadji Abiodun Emmanuel,,"Registered on Feb 20, 2019agent"
Bukola Teniola,,"Registered on Aug 26, 2018agent"
TRIPLE-A REAL ESTATE,,"Registered on Jan 03, 2019agent"
Bikathe Nigeria,,"Registered on May 22, 2019agent"
A&G Abus property Limited,"34 Ijagbemi street off Popoola bus stop Pedro road bariga, Lagos, Lagos","Registered on Jan 10, 2018agent"
Worldmaja consultant,,"Registered on Sep 16, 2019agent"
akintundeoje&sons estate management,"yawiri, Oyo","Registered on Nov 23, 2017agent"
Austin,,"Registered on Dec 25, 2018agent"
Yemos Global Properties Limited,,"Registered on Oct 27, 2019agent"
GLOBAL HERITAGE PROPERTY CONSULTANCY ,,"Registered on Mar 15, 2020agent"
Owoyemi olajide & co,,"Registered on Mar 04, 2020agent"
jesutfemi consult,"41 tokunbo str alagomeji Yaba , Lagos","Registered on Nov 30, 2015agent"
Primenest Properties,,"Registered on Apr 28, 2020agent"
Kewadus Nigeria Limited,"magodo road isheri, Lagos","Registered on Aug 22, 2016agent"
Posh estates LTD,"264. Etim Iyang Cresent Victoria Island, Lagos","Registered on Jul 19, 2019agent"
Anthony Aina,"lekki, Lagos","Registered on Mar 20, 2018agent"
Brown Godfrey,,"Registered on Aug 14, 2017agent"
TOPSTREAM PROPERTIES,"omole ph.2,estate.after ojodu berger., Lagos","Registered on Mar 01, 2018agent"
GeoBrooks Consortium ,"Suite 5, Faith-Joe Complex, Opp., Alegongo Sec., School, Akobo, Ibadan, Oyo","Registered on Dec 10, 2018agent"
KAYBRIGHT PROPERTIES & CO ESTATE SURVEYOR AND VALUER,"5, Leventis Building, Dugbe Ibadan, Oyo","Registered on Jun 03, 2018agent"
Efe,,"Registered on Jan 30, 2019agent"
Vico Global Properties ,,"Registered on Nov 26, 2016agent"
PMY UNIQUE REALTORS,"20, ADENIRAN OGUNSANYA STREET SURULERE , Lagos","Registered on Aug 18, 2016agent"
RelatedMAO Properties,"Km22, Princess and Angel mall opposite, Lagos business school Lekki-Epe Expressway, off Ajah, Lagos., Lagos","Registered on May 31, 2018agent"
DEEP-SPRINGS FACILITIES,"Apo, Abuja, Abuja","Registered on Nov 23, 2017agent"
Encorp Global Resources LTD ,,"Registered on Oct 11, 2016agent"
SDIL,"Lagos st ebute metta, Lagos","Registered on May 21, 2016agent"
Diamond Edge properties and Homes,"marina, Lagos","Registered on May 21, 2013agent"
dewatcy ventures,"awoyaya lagos, Lagos","Registered on Jun 21, 2016agent"
BRICKMAKERS REAL ESTATE COMPANY ,"46 liasu road , Lagos","Registered on Feb 01, 2017agent"
Thrift Home Masters,"Lekki, Lagos","Registered on May 21, 2017agent"
LAVILLE property ,Lagos,"Registered on Jan 18, 2018agent"
Dominique Josiah,Abuja,"Registered on Nov 30, 2016agent"
Pdan property Lagos,,"Registered on Apr 27, 2018agent"
ELCOM Technologies,"50, 1st floor, Baycular Plaza II, Duduyemi B/stop, Bucknor Estate, Lagos","Registered on Nov 21, 2016agent"
Tesambel Properties,Ogun,"Registered on Nov 29, 2016agent"
JayKay Realty Network,"4, Shanu Street, off Awolowo Way, Lagos","Registered on Sep 23, 2017agent"
ISTAB Mortgage Consulting,"Herbert Macaulay, Lagos","Registered on Aug 04, 2017agent"
Olu Ajao Real Estate Consultant,"37,Awolowo way, Lagos","Registered on Sep 06, 2016agent"
Victory Real Estate and Investment Ltd,,"Registered on May 31, 2019agent"
RE/MAX PREMIER,"32 Ayinde Akinmade Lekki Phase1 Lagos, Lagos","Registered on Feb 02, 2018agent"
Abiodun Adebisi,Lagos,"Registered on Jan 28, 2018agent"
Bloom property solutions,,"Registered on Feb 27, 2020agent"
Theglams Realtor,,"Registered on Apr 07, 2020agent"
Pablo Global Services Nigeria Ltd.,"Amodu Ojikutu Street, Lagos","Registered on Feb 27, 2017agent"
IS.O & CO Enterprises,,"Registered on Jul 03, 2019agent"
Monday Emetulu,Lagos,"Registered on Oct 11, 2016agent"
Davison Shony International Agency/Estate And Business ,"92/94 Aina Street, Ojodu, Lagos","Registered on Aug 01, 2017agent"
ojes'srealty(a member of sabisell.com),,"Registered on Apr 21, 2020agent"
Harris Consult Ltd,"1, Julius Kadiri Street, Gbagada, Lagos","Registered on Oct 13, 2016agent"
Oladapo Realtors ( Estate surveyors & Valuers),,"Registered on Jul 31, 2018agent"
Baystar Affordable homes ,,"Registered on Oct 12, 2019agent"
Ti integrated innovations ltd ,"ogudu, Lagos","Registered on Aug 25, 2016agent"
Toyin Olamide,,"Registered on Jan 22, 2020agent"
micheal ayodele,Oyo,"Registered on Feb 15, 2017agent"
[email protected],Lagos,"Registered on Jul 21, 2019agent"
Jaynolds Properties and Investments,,"Registered on Feb 04, 2020agent"
Dmarvinoz Properties Ltd,,"Registered on Apr 24, 2020agent"
Higherground Realty,,"Registered on Mar 21, 2019agent"
Mr Cee Properties Ltd,Abuja,"Registered on Aug 09, 2016agent"
C83 greatness,Lagos,"Registered on Jun 19, 2019agent"
Real Comfort Homes,,"Registered on Aug 28, 2018agent"
OGINNI OPEYEMI & CO,"6 Aroworade street, Medina estate, Gbagada, Lagos, Lagos","Registered on May 09, 2017agent"
0001 rent and sell property consultant services ,,"Registered on Feb 19, 2020agent"
Lumos Estate Services,"11 Matanmi Street Onipanu , Lagos","Registered on Feb 15, 2017agent"
Rainbow Philips Properties ,Lagos,"Registered on Jan 10, 2018agent"
FRED MAXI & Co,,"Registered on Feb 05, 2019agent"
DELIGHT CONSULTANT ,"Oluyole estate, Oyo","Registered on Oct 03, 2017agent"
Absaat Property Services Limited ,Lagos,"Registered on May 07, 2017agent"
Suyi Rufus Ventures,,"Registered on Feb 06, 2018agent"
Brickbarnservices ,,"Registered on Mar 02, 2020agent"
Ufoma Celestina,Lagos,"Registered on Aug 13, 2015agent"
Cheapest House In Lagos,,"Registered on Jul 09, 2019agent"
Kadupe homes & property,,"Registered on Jun 26, 2019agent"
West Bestern Homes.,,"Registered on Sep 25, 2019agent"
Ahmed Afees & Co,,"Registered on Nov 23, 2017agent"
Orange Properties Limited ,,"Registered on Mar 23, 2019agent"
Op'net Homes and Properties LTD ,,"Registered on Aug 19, 2019agent"
Ny Gabriel,"Solanke St Akoka, Lagos","Registered on Jul 15, 2017agent"
OMEGA PROPERTIES,Ondo,"Registered on May 30, 2019agent"
Apple properties ,,"Registered on Sep 24, 2019agent"
Hltrealtors,"13b okotieboh street, falomo, Lagos","Registered on Oct 09, 2017agent"
CAED REALTORS,"Allen, Lagos","Registered on Dec 04, 2017agent"
Cherrywells Properties ,"Block 40 flat 13 agric qts wuse Zone 4 , Abuja","Registered on Nov 21, 2016agent"
Let talk Properties,Lagos,"Registered on Aug 07, 2015agent"
Dunes Field Limited,,"Registered on Feb 21, 2019agent"
 Gbenga Rapheal ,,"Registered on Jun 07, 2019agent"
Sas'Pro Consult,"Alaafin Avenue, Oluyole Estate, Oyo","Registered on Nov 18, 2016agent"
S.O.BEST MULTI-SECTOR &Co LTD ,,"Registered on Apr 30, 2020agent"
VALENTINO HOMES & PROPERTIES ,,"Registered on May 20, 2019agent"
Jaris homes,,"Registered on Sep 20, 2019agent"
Surelink property consultant,,"Registered on Jan 20, 2020agent"
chukwudi alexander,,"Registered on Mar 24, 2020agent"
Baygem Nigeria Limited,,"Registered on Jul 18, 2016agent"
iPlacid Properties ,,"Registered on Mar 07, 2020agent"
GUI integrated concept ltd,"Roju avenue, Lagos","Registered on Oct 13, 2017agent"
Herencia Global Company Ltd,,"Registered on Jul 22, 2018agent"
Bussybrothers properties,,"Registered on Feb 19, 2020agent"
DARAB PROPERTIES,"29 Nourat Soetan, Lagos","Registered on Jul 11, 2017agent"
Boctrust Property & Investment Limited,"26, Moloney Street, Onikan Lagos., Lagos","Registered on Aug 22, 2017agent"
EUROPOINT SERVICES LIMITED,"49, Jubril Martins street,off Lawanson, Surulere. Lagos, Lagos","Registered on Jun 13, 2017agent"
chucxnic properties,"LAGOS, Lagos","Registered on Jun 13, 2018agent"
Property Guy NG,"Independence Avenue, Abuja","Registered on Nov 04, 2018agent"
KK Properties & Automobiles Sales Co.Ltd. Rc-1269257.,Lagos,"Registered on Dec 18, 2013agent"
Zircon Realty Global,"Yaba, Lagos","Registered on Feb 28, 2017agent"
Edumicheal Miriam Egondu ,,"Registered on Oct 26, 2020agent"
Tunmibi Properties,Lagos,"Registered on Jul 14, 2017agent"
S&Sprestige limited ,"Admirality road, Lagos","Registered on Feb 08, 2018agent"
FAJEMBOLA KAYODE HOUSING CONSULTANT ,,"Registered on Dec 19, 2019agent"
Bekhez Homes,Lagos,"Registered on Jan 12, 2018agent"
Adebricks Property,,"Registered on Jan 30, 2020agent"
Backup Property Consult,"1 tijani ashogbon street ilaje bariga, Lagos","Registered on Oct 05, 2013agent"
Exclusive Realtor/Properties,"Lekki ajah,Lagos, Lagos","Registered on Nov 23, 2017agent"
Skyee citi properties ,Lagos,"Registered on Sep 08, 2018agent"
 ,,"Registered on Nov 22, 2019agent"
Delight Homes & Properties,"New Oko Oba, Lagos","Registered on Aug 11, 2016agent"
G.G.S / Aveura Logistics,"10 Prince Ade Odofin Street, United Estate, , Lagos","Registered on Jul 11, 2016agent"
Bantale & co,"1st floor 91/93 awolowo way ikeja, lagos , Lagos","Registered on Jul 18, 2013agent"
ASGARD EMPIRE HOLDINGS ,,"Registered on May 26, 2019agent"
Affyolams Property & Company,,"Registered on Oct 24, 2018agent"
Fortune world property,Lagos,"Registered on Sep 12, 2017agent"
Bricks & Clay Properties,,"Registered on Mar 05, 2020agent"
Constellation Realties and Investment Limited,"Suite 4,Divine Grace Plaza,Emmanuel Keshi street,Magodo,GRA phase 2.Lagos., Lagos","Registered on Jan 08, 2018agent"
Hillboss1,,"Registered on Apr 05, 2019agent"
Peter Odeyson,Abuja,"Registered on Nov 09, 2016agent"
Peacehouse properties and Investment Limited.,"9/11, Morgan way, bakare b/stop, Igando road., Lagos","Registered on Feb 17, 2017agent"
onuoha prisca,"Ojodu Abiodun, Ojodu Berger, Lagos","Registered on Nov 04, 2017agent"
POTTERS REAL ESTATE LIMITED,"20 Chime Avenue, New Haven, Enugu, Enugu","Registered on Jan 22, 2018agent"
GLOBALCLIQUE RESOURCES,,"Registered on Dec 11, 2019agent"
Milkland Realtors,,"Registered on Apr 24, 2019agent"
Greater choice Properties ,,"Registered on Apr 02, 2019agent"
SAFE HAVEN PROPERTIES ,"Century Bus Stop , Lagos","Registered on Nov 28, 2017agent"
DAM & ADL Global Heritage Nigeria Ltd,"256 Ikorodu road, by Obanikoro B/Stop, Opp. Nigeria Agricultural Insurance Corporation., Lagos","Registered on Sep 14, 2017agent"
Deactivated ,,"Registered on Feb 05, 2019agent"
NATINA NIGERIA LIMITED,"337/339 ALAKIJA SATELLITE TOWN, Lagos","Registered on Sep 23, 2016agent"
ERNYCOM ESTATE AGENCY,"maitama extension, Abuja","Registered on Nov 15, 2016agent"
fadeyi damilare,,"Registered on Jun 01, 2019agent"
Olusegun Abiodun,"no 7, mosuro street, abule oja off unilag road . yaba, Lagos","Registered on Nov 29, 2017agent"
Hossabb nig limited,,"Registered on Jul 14, 2019agent"
Ray nkwocha,,"Registered on Feb 15, 2020agent"
SHAKA PROPERTIES LIMITED,Lagos,"Registered on Aug 23, 2017agent"
Empire Homes ,Lagos,"Registered on Jun 06, 2019agent"
Hossabb ppty nig ltd,,"Registered on Sep 22, 2019agent"
Cisnet Realtor Limited,Lagos,"Registered on May 22, 2019agent"
Olakunle Olatunde,Lagos,"Registered on Feb 07, 2018agent"
HyeGate Realtors,,"Registered on Dec 16, 2019agent"
